epoch,train_loss,train_accuracy,test_accuracy
0,0.07264212148433381,0.01974239864864865,0.03354455445544555
1,0.06872087437320838,0.037016997466216214,0.04467326732673267
2,0.06657852836630561,0.05503061655405406,0.042930693069306934
3,0.06293600342151792,0.09207400760135136,0.108
4,0.05671064182777297,0.15906091638513514,0.14998019801980197
5,0.0506446290727366,0.22596864442567569,0.21437623762376237
6,0.04586142569441687,0.28823110219594594,0.28396039603960394
7,0.04183809272606265,0.33898595861486486,0.3085940594059406
8,0.038164787566797295,0.3884079391891892,0.3489108910891089
9,0.03498791734603319,0.4316802153716216,0.3963960396039604
10,0.03208991283889521,0.4701488597972973,0.3918811881188119
11,0.02950081165541302,0.5059253589527027,0.4259009900990099
12,0.02720936542546207,0.541187183277027,0.48835643564356435
13,0.025233473727818236,0.5699297930743243,0.47017821782178215
14,0.023382621181451457,0.5959406672297297,0.44863366336633664
15,0.021956412071700796,0.6169103673986487,0.5045940594059406
16,0.020556891022927383,0.6363492398648649,0.5382178217821783
17,0.019534959878603167,0.652858424831081,0.5337821782178218
18,0.01838045766407793,0.6701462204391891,0.5272475247524753
19,0.01759204888970337,0.6838708826013513,0.4859009900990099
20,0.016873520196161486,0.6928183065878378,0.5446732673267327
21,0.016125396905805577,0.7044314822635135,0.5340990099009901
22,0.015409667782739483,0.7172455658783784,0.517029702970297
23,0.014977856164967473,0.7249920819256757,0.5083960396039604
24,0.014636221865446053,0.7295317778716216,0.5383366336633664
25,0.014252809987149456,0.7357738597972973,0.5267722772277228
26,0.01356971849518066,0.74462890625,0.4788118811881188
27,0.013476639188910748,0.7494589315878378,0.5648712871287128
28,0.013259108237583528,0.7515044341216216,0.5711287128712871
29,0.012963985406624324,0.7565983952702703,0.5012277227722772
30,0.003726197379080325,0.9423168285472973,0.7396039603960396
