epoch,train_loss,train_accuracy,test_accuracy
0,0.0732893109050664,0.010583826013513514,0.010811881188118811
1,0.07163124401460993,0.014767208614864864,0.019722772277227723
2,0.06995899480174889,0.02751530827702703,0.02974257425742574
3,0.06823481567881323,0.03944520692567568,0.042891089108910894
4,0.06662462502717971,0.055122994087837836,0.05746534653465347
5,0.06424339297820221,0.07906197212837837,0.09417821782178218
6,0.06134396343407305,0.10959934543918919,0.08273267326732674
7,0.05803188669410619,0.14447846283783783,0.12463366336633663
8,0.054686524614014416,0.18435916385135134,0.1053069306930693
9,0.05156007351523096,0.21835409628378377,0.2123168316831683
10,0.048669063357467006,0.25105574324324326,0.2131089108910891
11,0.04616444664583965,0.28208139780405406,0.20154455445544556
12,0.0437461719899015,0.31095597550675674,0.1634059405940594
13,0.041617929297076035,0.33952702702702703,0.20114851485148516
14,0.03968203502114523,0.3644953547297297,0.291009900990099
15,0.037827593975446445,0.38584776182432434,0.27603960396039606
16,0.03618992850353772,0.40935124577702703,0.3119207920792079
17,0.034658150335943154,0.4311259501689189,0.22867326732673268
18,0.033156633250076666,0.45049883868243246,0.3198811881188119
19,0.0319426813128997,0.4651340793918919,0.2876039603960396
20,0.030886549878526817,0.4809702280405405,0.2796831683168317
21,0.029736313198439102,0.49676678631756754,0.35845544554455444
22,0.02874971002594314,0.512523754222973,0.33671287128712873
23,0.02766489612361924,0.5266971072635135,0.2702574257425743
24,0.0267958269962533,0.5404877533783784,0.36427722772277227
25,0.026121622442521832,0.5493032094594594,0.31433663366336634
26,0.025250149740075525,0.5625,0.2700594059405941
27,0.02452979014763101,0.5699561866554054,0.28827722772277226
28,0.023837238152257422,0.5800385346283784,0.3140990099009901
29,0.02321117701601576,0.5887088260135135,0.363009900990099
30,0.009176572844259103,0.8459142736486487,0.5205148514851485
