epoch,train_loss,train_accuracy,test_accuracy
0,0.07288615057414229,0.016957875844594593,0.03552475247524752
1,0.06631830085407604,0.05318306587837838,0.07196039603960395
2,0.06207152632149784,0.09871199324324324,0.11291089108910891
3,0.056752337657592515,0.15663270692567569,0.1916039603960396
4,0.05086432812904769,0.2244774070945946,0.21976237623762376
5,0.04548093784600495,0.28960356841216217,0.3023366336633663
6,0.04072360585189678,0.3510082347972973,0.3347722772277228
7,0.03658201654187657,0.4064083614864865,0.36067326732673266
8,0.033087041217156436,0.45522328969594594,0.4325940594059406
9,0.030024271905422208,0.4985747466216216,0.3536237623762376
10,0.027461775139990176,0.5373601140202703,0.44566336633663367
11,0.025224679297852246,0.5690324113175675,0.4791287128712871
12,0.023499023893170733,0.5912294130067568,0.4510891089108911
13,0.021727442047135396,0.6187975084459459,0.491009900990099
14,0.020332136766307737,0.6416543496621622,0.5252277227722773
15,0.019136999196965584,0.65966796875,0.4965148514851485
16,0.018059349397028034,0.6762035472972973,0.5302178217821782
17,0.01726040659641678,0.68798828125,0.5054257425742574
18,0.016363487890921534,0.7022672086148649,0.5416237623762377
19,0.015585618710399351,0.7141047297297297,0.5596831683168317
20,0.014969352639534255,0.7226034628378378,0.548990099009901
21,0.014475478944791988,0.7334380278716216,0.5455049504950495
22,0.01405932703394104,0.7361961570945946,0.5327920792079208
23,0.01363659682810645,0.7436919341216216,0.5704950495049504
24,0.013201031088405712,0.7528109163851351,0.5595643564356436
25,0.012796941795809702,0.7579972550675675,0.5405148514851486
26,0.012611820689317856,0.760768581081081,0.552950495049505
27,0.012383369825441727,0.7669710726351351,0.583049504950495
28,0.012129608543420378,0.7704946157094594,0.544910891089109
29,0.011808740796351976,0.7745724239864865,0.531920792079208
30,0.0034893982806666335,0.9430294552364865,0.7191287128712871
