epoch,train_loss,train_accuracy,test_accuracy
0,0.0730364381996068,0.015347867398648648,0.022693069306930692
1,0.06904744493013079,0.036396748310810814,0.048594059405940596
2,0.06551974715495651,0.06639305320945946,0.08934653465346534
3,0.06276093004779383,0.09369721283783784,0.1142970297029703
4,0.06000028646466407,0.12309966216216216,0.15283168316831683
5,0.057101204344494776,0.15617081925675674,0.16526732673267328
6,0.05428067762743343,0.18850295608108109,0.18914851485148515
7,0.05158076936548406,0.22033361486486486,0.21762376237623762
8,0.049026036479256366,0.25154402449324326,0.23568316831683167
9,0.04645093290981921,0.2834538640202703,0.2760792079207921
10,0.04395999892191454,0.3169209248310811,0.2958415841584158
11,0.04164857668124816,0.3459670608108108,0.3243960396039604
12,0.039869789262725545,0.36857316300675674,0.3291089108910891
13,0.038139562943780965,0.3942937077702703,0.3595247524752475
14,0.03680874382738363,0.41108002533783783,0.3962772277227723
15,0.035562226531857796,0.42908044763513514,0.3632079207920792
16,0.034323448059572416,0.44638144003378377,0.36487128712871286
17,0.033232194667851385,0.45984216638513514,0.4135049504950495
18,0.03217662031169642,0.4741870777027027,0.41897029702970295
19,0.031197166439484458,0.48562869510135137,0.4405940594059406
20,0.03033559084446593,0.49787531672297297,0.4314059405940594
21,0.02951217506927523,0.5116791596283784,0.3407920792079208
22,0.028753649062392386,0.5206265836148649,0.45144554455445546
23,0.027909394506026395,0.5310916385135135,0.44083168316831683
24,0.02733295271511782,0.5412531672297297,0.41885148514851483
25,0.0266254515641115,0.5505305109797297,0.42578217821782177
26,0.02613562869331376,0.5573928420608109,0.44811881188118813
27,0.025449378341436388,0.5660367398648649,0.44764356435643565
28,0.02488889811475846,0.5772408150337838,0.4495841584158416
29,0.02442502836612138,0.5808567356418919,0.4382178217821782
30,0.011288130073384804,0.8106260557432432,0.578019801980198
