epoch,train_loss,train_accuracy,test_accuracy
0,0.07248136487196791,0.017670502533783782,0.03196039603960396
1,0.06805412506176665,0.04442039695945946,0.06554455445544555
2,0.06511396879160945,0.06991659628378379,0.08380198019801981
3,0.06240885073488409,0.09616501266891891,0.1125940594059406
4,0.05970620761540802,0.12778452280405406,0.1380990099009901
5,0.05698933813382279,0.15743771114864866,0.18205940594059405
6,0.054182602827521895,0.1891891891891892,0.1902970297029703
7,0.05129377790472725,0.22420027449324326,0.24704950495049505
8,0.048584570271725004,0.25662478885135137,0.2373069306930693
9,0.04620208338580348,0.2856049408783784,0.28487128712871285
10,0.04403782724656842,0.31454550253378377,0.2903366336633663
11,0.042132176634940226,0.3398173564189189,0.30007920792079207
12,0.0404048227400265,0.36412584459459457,0.3375841584158416
13,0.03864571377635002,0.38809121621621623,0.31615841584158416
14,0.03707526656037027,0.4058277027027027,0.34986138613861384
15,0.035574390217661865,0.4293971706081081,0.34154455445544557
16,0.034437683021480384,0.44269953547297297,0.3735841584158416
17,0.033245406894182615,0.45765149915540543,0.4014653465346535
18,0.03219786517660726,0.47299936655405406,0.384990099009901
19,0.031204367738894442,0.48719911317567566,0.3944554455445545
20,0.0303479616089978,0.49911581503378377,0.4024950495049505
21,0.02936638032509522,0.5124049831081081,0.4144158415841584
22,0.02865289119156924,0.521484375,0.4073267326732673
23,0.027838422278450292,0.532886402027027,0.4011881188118812
24,0.027127621942623095,0.5441036739864865,0.4084356435643564
25,0.02657390305941755,0.5517578125,0.40293069306930696
26,0.02602517066946761,0.5559148015202703,0.40879207920792077
27,0.025397015793926333,0.5658255912162162,0.3967920792079208
28,0.024941309663382448,0.5707611908783784,0.38863366336633665
29,0.024417394263331185,0.5803024704391891,0.39342574257425744
30,0.011190961536274038,0.8137536951013513,0.5576633663366337
