epoch,train_loss,train_accuracy,test_accuracy
0,0.07236507184803485,0.02001953125,0.03215841584158416
1,0.06828006979416716,0.04158308699324324,0.06681188118811882
2,0.06491363920610059,0.07221283783783784,0.08237623762376238
3,0.06269132634116845,0.09568992820945946,0.11552475247524753
4,0.060395665564997626,0.11937816722972973,0.1222970297029703
5,0.05804032813418995,0.14619404560810811,0.16237623762376238
6,0.055611873861740935,0.17488386824324326,0.19251485148514852
7,0.053074300031770355,0.20255753800675674,0.21148514851485148
8,0.0504840702665123,0.23281777871621623,0.23160396039603962
9,0.048216406421905215,0.2619562922297297,0.2660594059405941
10,0.046011261533607135,0.2886006123310811,0.26075247524752476
11,0.04376275615597313,0.3188608530405405,0.32982178217821784
12,0.04153396956283938,0.3479069890202703,0.33152475247524754
13,0.039657465800304305,0.3732052364864865,0.3074851485148515
14,0.0381080210970884,0.39294763513513514,0.3445544554455445
15,0.03657063487070528,0.41389094172297297,0.355009900990099
16,0.0352906710265035,0.43243243243243246,0.3680792079207921
17,0.03405949738892641,0.4496938344594595,0.3659009900990099
18,0.033022968501529915,0.4623627533783784,0.3737029702970297
19,0.03192712524736469,0.4778029983108108,0.4165940594059406
20,0.031085273013873534,0.48987806165540543,0.39984158415841586
21,0.030192214482548555,0.4980864653716216,0.40879207920792077
22,0.029401282199065792,0.5109401393581081,0.428
23,0.028566182453862644,0.5222629856418919,0.4238019801980198
24,0.02792999472045763,0.5307485219594594,0.41528712871287127
25,0.027313698452304712,0.5387985641891891,0.4131089108910891
26,0.026622422066601845,0.5508604307432432,0.4480792079207921
27,0.02600289438258518,0.5592667863175675,0.435009900990099
28,0.025413939627734097,0.5671056798986487,0.4031683168316832
29,0.02487452140077949,0.5754856418918919,0.40083168316831685
30,0.011683390347964385,0.8062711148648649,0.5631287128712871
