epoch,train_loss,train_accuracy,test_accuracy
0,0.07235723807730458,0.023107580236486486,0.0420990099009901
1,0.0667657125436447,0.05590160472972973,0.07857425742574257
2,0.06341363491659814,0.08645217483108109,0.10134653465346535
3,0.06048824202607978,0.11655405405405406,0.14051485148514853
4,0.0574307661571286,0.15097128378378377,0.1502178217821782
5,0.05427125535228035,0.18612753378378377,0.21057425742574257
6,0.0515062398023226,0.21929106841216217,0.20221782178217823
7,0.048728691132908515,0.25473764780405406,0.236
8,0.046019331907684154,0.28618559966216217,0.2935049504950495
9,0.04329538753764196,0.32596072635135137,0.3453069306930693
10,0.04084155175834894,0.35623416385135137,0.30835643564356435
11,0.03863791391422803,0.38595333614864863,0.3276831683168317
12,0.036683078960261566,0.41437922297297297,0.41904950495049503
13,0.03483074649321762,0.44083878800675674,0.4022574257425743
14,0.033138274254108015,0.4640255489864865,0.43176237623762376
15,0.03177629624747416,0.4797297297297297,0.44542574257425743
16,0.030620104452087123,0.49750580658783783,0.44
17,0.02946437585421584,0.5154270481418919,0.4558019801980198
18,0.028569280025972567,0.5278848184121622,0.4666930693069307
19,0.02776498343795538,0.5379803631756757,0.45972277227722774
20,0.02693647517568686,0.5501478040540541,0.4611881188118812
21,0.026150856202637608,0.5616817989864865,0.4497029702970297
22,0.02531669341197068,0.57373046875,0.4527920792079208
23,0.0247701683149419,0.5806455869932432,0.48827722772277227
24,0.024050802277739754,0.5901472761824325,0.47168316831683166
25,0.023701100474731493,0.5950036951013513,0.47655445544554453
26,0.022979718074202536,0.6059042440878378,0.48946534653465346
27,0.022574517637999218,0.6104175464527027,0.44803960396039605
28,0.022077577774497592,0.6168575802364865,0.4949306930693069
29,0.0217057243776931,0.6247492609797297,0.4577029702970297
30,0.009782510309861126,0.836887668918919,0.6346534653465347
