epoch,train_loss,train_accuracy,test_accuracy
0,0.07259940456937661,0.016416807432432432,0.02697029702970297
1,0.06881147237325258,0.03721494932432432,0.05722772277227723
2,0.06557314337315884,0.06476984797297297,0.08768316831683168
3,0.06272961623628032,0.09274704391891891,0.09916831683168317
4,0.060032279545610606,0.12044710726351351,0.1316831683168317
5,0.05716281425546516,0.15300358952702703,0.17603960396039603
6,0.05408617257055912,0.18823902027027026,0.19512871287128714
7,0.05102420520376075,0.2242530616554054,0.22871287128712872
8,0.04820220215415413,0.26055743243243246,0.2877227722772277
9,0.04550722375512122,0.2973764780405405,0.27821782178217824
10,0.04297147901559418,0.32944467905405406,0.31473267326732673
11,0.04054637108675458,0.36065508868243246,0.33964356435643567
12,0.03855505740778013,0.3874445734797297,0.34669306930693067
13,0.03636685547164895,0.4182590793918919,0.36415841584158415
14,0.034701029792089354,0.4404032939189189,0.43445544554455445
15,0.032994652871381154,0.46520006334459457,0.4114059405940594
16,0.031557620277797634,0.48449377111486486,0.4510891089108911
17,0.03032778864726424,0.5030880489864865,0.4584950495049505
18,0.029071667666800995,0.5185546875,0.45762376237623764
19,0.028006333359940485,0.5331635346283784,0.5007524752475248
20,0.02702783866700801,0.5464790962837838,0.4843960396039604
21,0.02622662880288606,0.5592667863175675,0.442019801980198
22,0.02554203258573332,0.5676599451013513,0.48344554455445543
23,0.024614354676821014,0.5817409206081081,0.4638811881188119
24,0.023882341770963236,0.5910710515202703,0.4555643564356436
25,0.023364628208801145,0.5989891258445946,0.4660594059405941
26,0.022836620913479818,0.6055743243243243,0.47116831683168314
27,0.022216596511107953,0.6167520059121622,0.4712079207920792
28,0.02183343488045714,0.6223474451013513,0.4902178217821782
29,0.021210977700115603,0.6300279771959459,0.4885940594059406
30,0.009227084158073096,0.8465477195945946,0.6302970297029703
