epoch,train_loss,train_accuracy,test_accuracy
0,0.07193629375912927,0.02221019847972973,0.03532673267326732
1,0.06648106138475916,0.051982157939189186,0.06803960396039604
2,0.06219351416284389,0.0912426097972973,0.11108910891089109
3,0.05806657690893519,0.13662637246621623,0.17116831683168318
4,0.05413618163629012,0.18317145270270271,0.1942970297029703
5,0.049975838742472904,0.23347761824324326,0.22265346534653466
6,0.04633771532977169,0.28355943834459457,0.30427722772277227
7,0.04335434231568466,0.3222920185810811,0.2983366336633663
8,0.04036523841998794,0.36119615709459457,0.3460990099009901
9,0.03768301233987917,0.39907094594594594,0.32883168316831685
10,0.03544965904544701,0.4294895481418919,0.3204752475247525
11,0.03341004089706323,0.45654296875,0.37956435643564357
12,0.03158366477455605,0.48247466216216217,0.4388118811881188
13,0.029938917188820514,0.5091585726351351,0.4335049504950495
14,0.028355080862952905,0.5292044974662162,0.4460990099009901
15,0.02706497401845726,0.5476404138513513,0.4942970297029703
16,0.0258086549592289,0.5660631334459459,0.47318811881188116
17,0.024699979686093606,0.5827042863175675,0.4531089108910891
18,0.02377137912945314,0.5967324746621622,0.5093465346534654
19,0.022796276637607003,0.6097313133445946,0.46011881188118814
20,0.02208895206028088,0.6199984163851351,0.3735049504950495
21,0.021236367166380988,0.6335779138513513,0.5136633663366337
22,0.020669421528212047,0.6416675464527027,0.4992871287128713
23,0.020052944512360477,0.6493612753378378,0.4725148514851485
24,0.019605196544223217,0.6558013091216216,0.4918811881188119
25,0.01907259840264239,0.6645903716216216,0.5105742574257426
26,0.01855201807169413,0.6713207347972973,0.5083564356435644
27,0.01831550250168551,0.6759264146959459,0.46372277227722775
28,0.01791914914057336,0.6803209459459459,0.46364356435643567
29,0.01761101100001146,0.6855072846283784,0.5262970297029703
30,0.006727555520430376,0.8881176097972973,0.6820198019801981
