epoch,train_loss,train_accuracy,test_accuracy
0,0.07177059029990976,0.021840688344594593,0.040712871287128714
1,0.0665257568725131,0.05262880067567568,0.07631683168316832
2,0.06247038705782457,0.09244351773648649,0.11243564356435644
3,0.05839170668612828,0.13879064611486486,0.1712871287128713
4,0.05390736845406619,0.19102354307432431,0.18035643564356435
5,0.04980807887220924,0.23697476773648649,0.2401980198019802
6,0.04602528567679904,0.2887985641891892,0.296990099009901
7,0.042582944347099826,0.33539643158783783,0.32154455445544555
8,0.03945363685150037,0.37614812077702703,0.3426930693069307
9,0.03666339444673874,0.4140625,0.3878811881188119
10,0.03426688860932534,0.4472920185810811,0.4063366336633663
11,0.03217615582726219,0.47573110219594594,0.3785742574257426
12,0.030165946165269072,0.5054502744932432,0.4423762376237624
13,0.028529193052514033,0.5289537584459459,0.4392871287128713
14,0.026990207206796516,0.5512035472972973,0.407009900990099
15,0.025672986861318345,0.568187816722973,0.4887920792079208
16,0.024505204664204614,0.5892366976351351,0.5172673267326733
17,0.023501620444215162,0.6002560177364865,0.48744554455445543
18,0.022554068387570705,0.6151156038851351,0.4647920792079208
19,0.021822378430515526,0.6249604096283784,0.5072079207920792
20,0.021058461972596972,0.637668918918919,0.5281980198019802
21,0.020367953322658488,0.6467483108108109,0.4977821782178218
22,0.019702158366245302,0.6571605785472973,0.4910891089108911
23,0.019173504592512144,0.6640625,0.5514455445544555
24,0.018778134734285145,0.668430637668919,0.5438415841584159
25,0.01842955506576056,0.6748178842905406,0.46083168316831685
26,0.01785139323127541,0.6828679265202703,0.4739405940594059
27,0.017528807661411436,0.6883577913851351,0.5178613861386139
28,0.01722511175427247,0.6927391258445946,0.5187722772277228
29,0.016984711783006787,0.6974767736486487,0.5347326732673268
30,0.006390221183696254,0.8953494510135135,0.7099405940594059
