epoch,train_loss,train_accuracy,test_accuracy
0,0.0711027680201964,0.030088682432432432,0.057742574257425745
1,0.06453160283240406,0.07505014780405406,0.10043564356435644
2,0.060065201764756986,0.12038112331081081,0.1344950495049505
3,0.05607319955460051,0.1647751266891892,0.15746534653465347
4,0.051878707574849775,0.21418391047297297,0.21774257425742574
5,0.04766381082886999,0.2631572001689189,0.28407920792079205
6,0.04412843519652432,0.31480943834459457,0.31413861386138614
7,0.040848008704117755,0.35685441300675674,0.3178217821782178
8,0.03787473421882499,0.39734216638513514,0.36665346534653465
9,0.03530474653636867,0.4316274282094595,0.413029702970297
10,0.03313303939828818,0.4624287373310811,0.4495841584158416
11,0.03108940661800179,0.4912109375,0.4383762376237624
12,0.029477977828884668,0.513500316722973,0.4365940594059406
13,0.02797500500794162,0.5355917440878378,0.4285940594059406
14,0.026498123527589176,0.5576963682432432,0.4372277227722772
15,0.02515842393040657,0.5761058910472973,0.4508118811881188
16,0.024185403465208685,0.5902924408783784,0.4824950495049505
17,0.02315140145576813,0.6069863809121622,0.4992079207920792
18,0.02224815485744991,0.6195365287162162,0.464
19,0.021400301435284996,0.6299751900337838,0.46899009900990096
20,0.020685134740038354,0.6430004222972973,0.4937821782178218
21,0.020024949554353952,0.6524757179054054,0.4978217821782178
22,0.019416503736918625,0.6610536317567568,0.5127524752475248
23,0.01874744093976915,0.6705025337837838,0.5226138613861386
24,0.018325006529180843,0.6745671452702703,0.5155247524752475
25,0.01800830344923518,0.6821684966216216,0.4780990099009901
26,0.01744645377536389,0.688991237331081,0.45881188118811883
27,0.017202720396559346,0.6931746199324325,0.5294653465346535
28,0.0168398188223893,0.6975163640202703,0.4803168316831683
29,0.016623131060464817,0.702953441722973,0.571049504950495
30,0.005925474713704634,0.902317356418919,0.7004752475247524
